frame.number,frame.time_relative,usb.endpoint_address,usb.transfer_type,usb.urb_type,usb.urb_id,usb.urb_status,usb.data_len,usb.setup.bRequest,usb.setup.wValue,usb.setup.wIndex,usb.setup.wLength,usb.capdata
"3205","1.574235000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3206","1.574240000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3207","1.575218000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3208","1.575221000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3209","1.576246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3210","1.576247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3211","1.577245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3212","1.577246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3213","1.578248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3214","1.578249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3215","1.579245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3216","1.579246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3217","1.580245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3218","1.580246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3219","1.581244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3220","1.581246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3221","1.582245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3222","1.582246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3223","1.583244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3224","1.583246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3225","1.584245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3226","1.584246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3227","1.585244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3228","1.585245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3229","1.586247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3230","1.586249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3231","1.587244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3232","1.587246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3233","1.588245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3234","1.588246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3235","1.589244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3236","1.589246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3237","1.590224000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3238","1.590225000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3239","1.591218000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3240","1.591222000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3241","1.592241000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3242","1.592245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3243","1.593216000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3244","1.593217000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3245","1.594245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3246","1.594246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3247","1.595244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3248","1.595246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3249","1.596245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3250","1.596246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3251","1.597246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3252","1.597247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3253","1.598244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3254","1.598246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3255","1.599246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3256","1.599248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3257","1.600249000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3258","1.600250000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3259","1.601244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3260","1.601246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3261","1.602247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3262","1.602248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3263","1.603245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3264","1.603246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3265","1.604246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3266","1.604247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3267","1.605245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3268","1.605246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3269","1.606245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3270","1.606246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3271","1.607216000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3272","1.607217000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3273","1.608235000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3274","1.608240000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3275","1.609219000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3276","1.609223000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3277","1.610217000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3278","1.610220000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3279","1.611215000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3280","1.611217000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3281","1.612244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3282","1.612247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3283","1.613244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3284","1.613247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3285","1.614249000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3286","1.614251000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3287","1.615245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3288","1.615247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3289","1.616247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3290","1.616249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3291","1.617245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3292","1.617247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3293","1.618244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3294","1.618247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3295","1.619236000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3296","1.619239000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3297","1.620245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3298","1.620247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3299","1.621246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3300","1.621249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3301","1.622245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3302","1.622247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3303","1.623247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3304","1.623249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3305","1.624217000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3306","1.624221000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3307","1.625234000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3308","1.625239000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3309","1.626228000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3310","1.626231000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3311","1.627243000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3312","1.627246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3313","1.628244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3314","1.628247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3315","1.629245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3316","1.629248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3317","1.630248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3318","1.630251000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3319","1.631244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3320","1.631247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3321","1.632253000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3322","1.632256000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3323","1.633244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3324","1.633247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3325","1.634244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3326","1.634247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3327","1.635245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3328","1.635247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3329","1.636244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3330","1.636247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3331","1.637246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3332","1.637248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3333","1.638245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3334","1.638247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3335","1.639244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3336","1.639247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3337","1.640215000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3338","1.640217000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3339","1.641219000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3340","1.641222000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3341","1.642218000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3342","1.642222000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3343","1.643219000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3344","1.643222000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3345","1.644244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3346","1.644247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3347","1.645244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3348","1.645246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3349","1.646244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3350","1.646246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3351","1.647244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3352","1.647247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3353","1.648244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3354","1.648247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3355","1.649246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3356","1.649249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3357","1.650246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3358","1.650249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3359","1.651245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3360","1.651248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3361","1.652244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3362","1.652247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3363","1.653244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3364","1.653247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3365","1.654232000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3366","1.654234000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3367","1.655244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3368","1.655247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3369","1.656244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3370","1.656247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3371","1.657217000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3372","1.657220000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3373","1.658233000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3374","1.658237000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3375","1.659233000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3376","1.659237000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3377","1.660245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3378","1.660248000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3379","1.661270000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3380","1.661273000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3381","1.662244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3382","1.662247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3383","1.663244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3384","1.663246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3385","1.664247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3386","1.664249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3387","1.665244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3388","1.665247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3389","1.666247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3390","1.666249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3391","1.667244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3392","1.667246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3393","1.668244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3394","1.668247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3395","1.669248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3396","1.669251000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3397","1.670244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3398","1.670247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3399","1.671246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3400","1.671249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3401","1.672244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3402","1.672247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3403","1.673247000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3404","1.673249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3405","1.674216000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3406","1.674219000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3407","1.675219000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3408","1.675223000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3409","1.676244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3410","1.676245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3411","1.677244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3412","1.677245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3413","1.678248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3414","1.678249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3415","1.679244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3416","1.679245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3417","1.680246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3418","1.680247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3419","1.681244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3420","1.681245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3421","1.682234000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3422","1.682235000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3423","1.683246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3424","1.683247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3425","1.684244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3426","1.684245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3427","1.685245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3428","1.685246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3429","1.686244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3430","1.686245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3431","1.687246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3432","1.687247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3433","1.688244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3434","1.688245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3435","1.689243000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3436","1.689245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3437","1.690218000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3438","1.690219000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3439","1.691233000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3440","1.691237000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3441","1.692234000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3442","1.692240000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3443","1.693216000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3444","1.693218000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3445","1.694248000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3446","1.694249000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3447","1.695249000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3448","1.695250000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3449","1.696244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3450","1.696245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3451","1.697244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3452","1.697245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3453","1.698244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3454","1.698245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3455","1.699244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3456","1.699245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3457","1.700244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3458","1.700245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3459","1.701245000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3460","1.701246000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3461","1.702244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3462","1.702245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3463","1.703244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3464","1.703245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3465","1.704244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3466","1.704245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3467","1.705243000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3468","1.705244000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3469","1.706244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3470","1.706245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3471","1.707216000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3472","1.707217000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3473","1.708233000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3474","1.708236000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3475","1.709232000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3476","1.709234000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3477","1.710241000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3478","1.710242000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3479","1.711243000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3480","1.711244000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3481","1.712244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3482","1.712245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3483","1.713243000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3484","1.713244000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3485","1.714246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3486","1.714247000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3487","1.715243000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3488","1.715245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3489","1.716244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3490","1.716245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3491","1.717243000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3492","1.717245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3493","1.718244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3494","1.718245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3495","1.719244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
"3496","1.719245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3497","1.720244000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"00000080bb000001"
"3498","1.720245000","0x82","0x01","'S'","0xffff8ce907540840","-115","0",,,,,
"3499","1.721246000","0x82","0x01","'C'","0xffff8ce907540840","0","8",,,,,"01000080bb000001"
